idSocios;Nombre;Edad;Equipo;EstadoCivil;Estudios
10792;Daniel;25;Newells;Casado;Terciario
10793;Adrián;57;River;Casado;Universitario
10794;Anibal;18;River;Soltero;Universitario
10795;Adrián;69;Racing;Soltero;Terciario
10796;Matías;68;Boca;Casado;Universitario
10797;Anibal;40;Racing;Soltero;Secundario
10798;Marcelo;34;Boca;Casado;Terciario
10799;Javier;31;Velez;Soltero;Secundario
10800;Alejo;33;River;Casado;Secundario
10801;Alejandro;22;San Lorenzo;Casado;Secundario
10802;Daniel;52;Independiente;Soltero;Universitario
10803;Alejo;28;Newells;Soltero;Universitario
10804;Agustín;63;Velez;Soltero;Secundario
10805;Mauro;31;Racing;Casado;Secundario
10806;Agustín;46;Gimnasia LP;Soltero;Terciario
10807;Daniel;50;Velez;Casado;Terciario
10808;Fernando;57;Huracán;Casado;Secundario
10809;Santiago;68;Estudiantes;Soltero;Universitario
10810;Santiago;61;Velez;Soltero;Universitario
10811;Nicolás;22;Huracán;Casado;Secundario
10812;Alejo;30;Boca;Casado;Terciario
10813;Adrián;54;Huracán;Casado;Universitario
10814;Martín;44;River;Soltero;Universitario
10815;Yago;41;San Lorenzo;Soltero;Secundario
10816;Matías;57;River;Casado;Terciario
10817;Alejandro;18;Gimnasia LP;Casado;Secundario
10818;Santiago;24;Velez;Soltero;Secundario
10819;Adrián;62;Velez;Soltero;Secundario
10820;Javier;23;Estudiantes;Soltero;Secundario
10821;Enrique;58;Independiente;Soltero;Terciario
10822;Nicolás;61;Boca;Soltero;Terciario
10823;Alejandro;57;Boca;Casado;Terciario
10824;Alejo;39;San Lorenzo;Casado;Terciario
10825;Daniel;41;San Lorenzo;Soltero;Terciario
10826;Mauro;38;Estudiantes;Soltero;Universitario
10827;Federico;22;Newells;Soltero;Universitario
10828;Daniel;51;Racing;Soltero;Secundario
10829;Luis;18;Gimnasia LP;Soltero;Universitario
10830;Nicolás;56;Gimnasia LP;Soltero;Universitario
10831;Santiago;47;Racing;Casado;Secundario
10832;Mariano;39;Boca;Soltero;Secundario
10833;Javier;57;Boca;Soltero;Secundario
10834;Martín;68;Huracán;Soltero;Universitario
10835;Matías;60;Gimnasia LP;Soltero;Terciario
10836;Juan;46;Newells;Casado;Terciario
10837;Nicolás;62;Huracán;Casado;Universitario
10838;Yago;19;Independiente;Soltero;Terciario
10839;Matías;65;Racing;Soltero;Terciario
10840;Alejo;27;Independiente;Casado;Secundario
10841;Santiago;41;Racing;Soltero;Terciario
10842;Alejo;18;San Lorenzo;Casado;Secundario
10843;Martín;65;River;Soltero;Terciario
10844;Fernando;45;San Lorenzo;Soltero;Universitario
10845;Fernando;52;Estudiantes;Casado;Secundario
10846;Javier;44;Racing;Casado;Terciario
10847;Yago;23;Huracán;Casado;Universitario
10848;Daniel;45;Gimnasia LP;Soltero;Secundario
10849;Santiago;51;Rosario Central;Soltero;Terciario
10850;Anibal;49;Boca;Soltero;Universitario
10851;Yago;54;River;Soltero;Secundario
10852;Martín;65;Independiente;Casado;Terciario
10853;Javier;22;Racing;Casado;Secundario
10854;Santiago;60;Gimnasia LP;Casado;Secundario
10855;Yago;41;Racing;Soltero;Universitario
10856;Santiago;30;San Lorenzo;Soltero;Universitario
10857;Mauro;57;Boca;Casado;Secundario
10858;Alejo;58;Racing;Soltero;Terciario
10859;Anibal;35;San Lorenzo;Casado;Terciario
10860;Juan;45;Newells;Soltero;Secundario
10861;Daniel;67;Velez;Casado;Secundario
10862;Luis;27;San Lorenzo;Soltero;Secundario
10863;Juan;36;Velez;Casado;Terciario
10864;Martín;43;Newells;Soltero;Secundario
10865;Adrián;41;River;Soltero;Terciario
10866;Marcelo;67;Huracán;Casado;Universitario
10867;Yago;67;Estudiantes;Casado;Universitario
10868;Alejo;54;Estudiantes;Soltero;Secundario
10869;Javier;23;River;Casado;Secundario
10870;Marcelo;23;Rosario Central;Soltero;Secundario
10871;Adrián;30;Estudiantes;Soltero;Terciario
10872;Alejandro;51;Boca;Soltero;Terciario
10873;Enrique;26;Newells;Soltero;Secundario
10874;Mauro;41;Huracán;Soltero;Terciario
10875;Marcelo;70;River;Soltero;Terciario
10876;Matías;49;Independiente;Casado;Universitario
10877;Matías;70;Velez;Casado;Terciario
10878;Javier;52;Velez;Casado;Terciario
10879;Nicolás;66;Boca;Soltero;Secundario
10880;Javier;43;Racing;Soltero;Universitario
10881;Santiago;56;Rosario Central;Soltero;Universitario
10882;Fernando;67;River;Casado;Universitario
10883;Anibal;46;Racing;Soltero;Universitario
10884;Federico;48;Huracán;Soltero;Universitario
10885;Alejandro;30;Rosario Central;Soltero;Secundario
10886;Agustín;62;Racing;Casado;Secundario
10887;Alejo;34;San Lorenzo;Casado;Secundario
10888;Adrián;30;Boca;Casado;Secundario
10889;Mauro;67;Newells;Casado;Terciario
10890;Nicolás;20;Huracán;Casado;Terciario
10891;Javier;62;Racing;Casado;Secundario
10892;Daniel;45;River;Casado;Universitario
10893;Daniel;41;San Lorenzo;Soltero;Terciario
10894;Alejandro;68;Huracán;Casado;Universitario
10895;Mariano;24;Newells;Soltero;Terciario
10896;Juan;69;Gimnasia LP;Soltero;Secundario
10897;Santiago;23;Gimnasia LP;Soltero;Secundario
10898;Fernando;23;San Lorenzo;Soltero;Universitario
10899;Anibal;20;Rosario Central;Soltero;Universitario
10900;Mauro;23;San Lorenzo;Casado;Terciario
10901;Nicolás;57;Velez;Casado;Terciario
10902;Javier;24;Rosario Central;Casado;Terciario
10903;Federico;23;Gimnasia LP;Soltero;Universitario
10904;Mauro;41;Racing;Casado;Terciario
10905;Javier;65;Independiente;Soltero;Terciario
10906;Adrián;26;Gimnasia LP;Casado;Terciario
10907;Nicolás;57;Huracán;Casado;Universitario
10908;Matías;51;River;Casado;Terciario
10909;Luis;20;Boca;Casado;Terciario
10910;Marcelo;30;Estudiantes;Casado;Secundario
10911;Anibal;51;River;Casado;Secundario
10912;Adrián;19;River;Casado;Universitario
10913;Mauro;31;Estudiantes;Casado;Universitario
10914;Santiago;21;Gimnasia LP;Casado;Universitario
10915;Santiago;63;Rosario Central;Casado;Universitario
10916;Mauro;24;Huracán;Casado;Terciario
10917;Adrián;31;Rosario Central;Casado;Secundario
10918;Agustín;63;Estudiantes;Casado;Terciario
10919;Martín;48;Estudiantes;Casado;Universitario
10920;Daniel;46;Boca;Casado;Secundario
10921;Agustín;22;Gimnasia LP;Soltero;Secundario
10922;Juan;64;San Lorenzo;Casado;Secundario
10923;Agustín;52;Boca;Casado;Secundario
10924;Federico;18;Racing;Soltero;Universitario
10925;Yago;64;Velez;Casado;Universitario
10926;Juan;29;River;Casado;Secundario
10927;Matías;63;Racing;Casado;Universitario
10928;Luis;34;Estudiantes;Soltero;Secundario
10929;Alejo;62;Boca;Casado;Terciario
10930;Daniel;29;Boca;Soltero;Terciario
10931;Enrique;30;San Lorenzo;Casado;Secundario
10932;Yago;46;San Lorenzo;Soltero;Universitario
10933;Agustín;69;Newells;Soltero;Terciario
10934;Alejandro;39;Rosario Central;Soltero;Secundario
10935;Anibal;39;Velez;Soltero;Secundario
10936;Javier;59;Boca;Casado;Secundario
10937;Juan;61;Velez;Casado;Universitario
10938;Mariano;30;Estudiantes;Casado;Universitario
10939;Juan;45;San Lorenzo;Casado;Terciario
10940;Javier;32;Gimnasia LP;Casado;Universitario
10941;Alejo;36;Gimnasia LP;Casado;Secundario
10942;Anibal;51;Newells;Casado;Secundario
10943;Enrique;61;Estudiantes;Soltero;Secundario
10944;Yago;50;Boca;Soltero;Terciario
10945;Javier;65;River;Casado;Secundario
10946;Enrique;22;Rosario Central;Casado;Secundario
10947;Fernando;25;Huracán;Casado;Universitario
10948;Alejandro;23;Racing;Soltero;Terciario
10949;Mauro;61;Huracán;Casado;Terciario
10950;Marcelo;57;Estudiantes;Soltero;Terciario
10951;Matías;25;Estudiantes;Soltero;Secundario
10952;Mauro;23;Huracán;Casado;Secundario
10953;Fernando;19;Newells;Soltero;Terciario
10954;Alejo;34;Newells;Soltero;Universitario
10955;Mariano;39;Independiente;Casado;Universitario
10956;Alejandro;52;Huracán;Soltero;Secundario
10957;Agustín;69;Racing;Soltero;Universitario
10958;Luis;35;Racing;Casado;Universitario
10959;Alejo;61;Huracán;Soltero;Terciario
10960;Javier;57;Estudiantes;Soltero;Terciario
10961;Martín;21;Estudiantes;Soltero;Universitario
10962;Federico;22;Newells;Casado;Universitario
10963;Nicolás;44;San Lorenzo;Soltero;Universitario
10964;Juan;40;Boca;Casado;Universitario
10965;Fernando;37;Huracán;Casado;Secundario
10966;Adrián;27;Rosario Central;Soltero;Secundario
10967;Marcelo;23;Independiente;Soltero;Terciario
10968;Federico;60;San Lorenzo;Casado;Secundario
10969;Anibal;51;Rosario Central;Soltero;Secundario
10970;Alejo;26;Huracán;Soltero;Universitario
10971;Mariano;32;Gimnasia LP;Casado;Terciario
10972;Yago;29;River;Soltero;Universitario
10973;Federico;43;Newells;Soltero;Secundario
10974;Daniel;53;Huracán;Casado;Universitario
10975;Yago;31;Racing;Casado;Secundario
10976;Daniel;50;San Lorenzo;Casado;Secundario
10977;Fernando;44;Huracán;Casado;Secundario
10978;Mariano;24;Velez;Casado;Secundario
10979;Marcelo;59;Huracán;Casado;Universitario
10980;Mauro;28;Newells;Casado;Universitario
10981;Agustín;38;Newells;Casado;Terciario
10982;Fernando;37;Huracán;Casado;Secundario
10983;Mauro;64;Velez;Casado;Universitario
10984;Alejandro;44;Estudiantes;Casado;Universitario
10985;Alejo;22;Racing;Soltero;Terciario
10986;Enrique;21;Huracán;Soltero;Secundario
10987;Fernando;43;Newells;Soltero;Terciario
10988;Matías;25;Boca;Soltero;Universitario
10989;Mariano;29;Racing;Soltero;Secundario
10990;Mariano;67;Gimnasia LP;Casado;Secundario
10991;Juan;30;Boca;Casado;Terciario
10992;Marcelo;52;River;Soltero;Terciario
10993;Nicolás;50;Velez;Casado;Secundario
10994;Santiago;21;Rosario Central;Casado;Terciario
10995;Fernando;19;Velez;Casado;Terciario
10996;Federico;40;San Lorenzo;Soltero;Universitario
10997;Nicolás;57;Racing;Soltero;Terciario
10998;Daniel;61;Racing;Soltero;Universitario
10999;Anibal;21;Independiente;Soltero;Secundario
11000;Federico;41;Rosario Central;Soltero;Terciario
11001;Mariano;69;Huracán;Casado;Terciario
11002;Anibal;55;Newells;Soltero;Secundario
11003;Adrián;40;San Lorenzo;Soltero;Secundario
11004;Juan;19;River;Casado;Terciario
11005;Marcelo;67;Rosario Central;Casado;Universitario
11006;Alejandro;51;Rosario Central;Casado;Universitario
11007;Federico;61;Racing;Casado;Terciario
11008;Yago;37;Independiente;Casado;Secundario
11009;Agustín;49;River;Soltero;Secundario
11010;Alejandro;24;Racing;Soltero;Secundario
11011;Mauro;68;San Lorenzo;Casado;Terciario
11012;Javier;62;Velez;Soltero;Secundario
11013;Matías;45;Rosario Central;Casado;Terciario
11014;Santiago;42;Boca;Soltero;Terciario
11015;Matías;21;Boca;Soltero;Universitario
11016;Javier;20;Newells;Casado;Terciario
11017;Javier;60;San Lorenzo;Soltero;Universitario
11018;Santiago;48;Huracán;Soltero;Terciario
11019;Nicolás;48;Racing;Casado;Terciario
11020;Daniel;18;Rosario Central;Soltero;Secundario
11021;Mariano;22;Rosario Central;Soltero;Universitario
11022;Fernando;26;Boca;Casado;Universitario
11023;Javier;59;Velez;Soltero;Secundario
11024;Alejandro;18;Racing;Soltero;Universitario
11025;Yago;69;River;Soltero;Terciario
11026;Marcelo;58;Gimnasia LP;Soltero;Terciario
11027;Fernando;65;Velez;Casado;Universitario
11028;Enrique;69;Huracán;Soltero;Secundario
11029;Agustín;28;Boca;Casado;Secundario
11030;Mauro;55;San Lorenzo;Casado;Terciario
11031;Nicolás;42;Newells;Casado;Terciario
11032;Juan;21;Boca;Casado;Universitario
11033;Juan;46;Estudiantes;Soltero;Universitario
11034;Javier;31;San Lorenzo;Casado;Secundario
11035;Alejo;41;River;Soltero;Universitario
11036;Agustín;38;River;Soltero;Secundario
11037;Alejandro;66;Independiente;Soltero;Secundario
11038;Alejandro;36;Rosario Central;Soltero;Terciario
11039;Nicolás;31;Estudiantes;Soltero;Secundario
11040;Mauro;27;Boca;Soltero;Secundario
11041;Daniel;28;Newells;Soltero;Terciario
11042;Alejo;59;Rosario Central;Soltero;Universitario
11043;Luis;34;River;Soltero;Secundario
11044;Matías;33;San Lorenzo;Casado;Terciario
11045;Nicolás;29;Gimnasia LP;Soltero;Secundario
11046;Alejo;21;Boca;Casado;Universitario
11047;Enrique;29;Gimnasia LP;Soltero;Terciario
11048;Mauro;54;Velez;Casado;Secundario
11049;Daniel;67;Racing;Casado;Terciario
11050;Anibal;58;Newells;Casado;Universitario
11051;Santiago;48;Racing;Casado;Universitario
11052;Federico;24;Gimnasia LP;Casado;Terciario
11053;Enrique;49;Independiente;Casado;Terciario
11054;Daniel;26;Racing;Casado;Universitario
11055;Santiago;68;Huracán;Casado;Secundario
11056;Anibal;55;Newells;Soltero;Secundario
11057;Yago;36;Gimnasia LP;Casado;Universitario
11058;Mauro;37;Rosario Central;Casado;Universitario
11059;Santiago;29;Velez;Soltero;Secundario
11060;Nicolás;30;Estudiantes;Soltero;Terciario
11061;Marcelo;39;Rosario Central;Casado;Secundario
11062;Federico;59;San Lorenzo;Soltero;Universitario
11063;Marcelo;38;Huracán;Soltero;Terciario
11064;Marcelo;62;Newells;Soltero;Secundario
11065;Santiago;34;San Lorenzo;Casado;Secundario
11066;Yago;43;Racing;Casado;Universitario
11067;Marcelo;33;Boca;Casado;Universitario
11068;Agustín;24;Velez;Casado;Universitario
11069;Nicolás;61;San Lorenzo;Casado;Secundario
11070;Mariano;67;Huracán;Soltero;Universitario
11071;Martín;63;River;Casado;Secundario
11072;Yago;52;Velez;Soltero;Universitario
11073;Luis;19;Estudiantes;Soltero;Secundario
11074;Anibal;46;Independiente;Casado;Universitario
11075;Adrián;66;Gimnasia LP;Soltero;Universitario
11076;Federico;44;Boca;Casado;Terciario
11077;Adrián;35;Boca;Soltero;Secundario
11078;Agustín;30;Estudiantes;Soltero;Secundario
11079;Luis;30;Velez;Soltero;Universitario
11080;Matías;68;Boca;Casado;Terciario
11081;Nicolás;40;Estudiantes;Casado;Terciario
11082;Alejo;38;Gimnasia LP;Casado;Universitario
11083;Luis;20;Independiente;Casado;Universitario
11084;Fernando;33;San Lorenzo;Soltero;Secundario
11085;Adrián;19;Velez;Casado;Universitario
11086;Juan;48;Boca;Casado;Universitario
11087;Marcelo;48;Racing;Soltero;Secundario
11088;Mauro;56;Velez;Soltero;Secundario
11089;Federico;26;Rosario Central;Casado;Universitario
11090;Juan;33;Boca;Casado;Terciario
11091;Enrique;22;Independiente;Soltero;Terciario
11092;Javier;37;Boca;Soltero;Secundario
11093;Juan;38;Boca;Casado;Universitario
11094;Daniel;60;Huracán;Soltero;Universitario
11095;Alejo;22;Gimnasia LP;Soltero;Universitario
11096;Agustín;33;Velez;Casado;Terciario
11097;Alejandro;46;Newells;Casado;Terciario
11098;Fernando;68;Independiente;Soltero;Terciario
11099;Juan;29;Estudiantes;Casado;Secundario
11100;Nicolás;64;Independiente;Casado;Terciario
11101;Agustín;59;Newells;Casado;Universitario
11102;Enrique;64;San Lorenzo;Casado;Secundario
11103;Agustín;57;Gimnasia LP;Soltero;Universitario
11104;Alejo;31;Racing;Soltero;Secundario
11105;Agustín;25;Huracán;Soltero;Terciario
11106;Daniel;58;Newells;Soltero;Universitario
11107;Anibal;43;Newells;Casado;Secundario
11108;Martín;23;Estudiantes;Casado;Universitario
11109;Alejo;55;Racing;Casado;Terciario
11110;Martín;32;Rosario Central;Casado;Universitario
11111;Fernando;54;Velez;Casado;Universitario
11112;Alejo;62;Huracán;Soltero;Terciario
11113;Agustín;27;River;Casado;Terciario
11114;Mariano;63;Racing;Soltero;Secundario
11115;Daniel;56;Velez;Casado;Universitario
11116;Mauro;22;Velez;Casado;Universitario
11117;Alejandro;24;Boca;Casado;Terciario
11118;Anibal;61;Velez;Casado;Secundario
11119;Daniel;63;Boca;Soltero;Terciario
11120;Marcelo;20;Gimnasia LP;Soltero;Universitario
11121;Santiago;20;Newells;Soltero;Universitario
11122;Marcelo;57;Independiente;Casado;Universitario
11123;Javier;46;San Lorenzo;Soltero;Secundario
11124;Daniel;56;Estudiantes;Casado;Terciario
11125;Adrián;26;Newells;Soltero;Universitario
11126;Javier;57;Boca;Casado;Secundario
11127;Mauro;66;Newells;Casado;Universitario
11128;Mariano;60;San Lorenzo;Casado;Universitario
11129;Fernando;24;Estudiantes;Soltero;Universitario
11130;Luis;64;Velez;Casado;Universitario
11131;Anibal;51;Boca;Soltero;Secundario
11132;Mauro;21;San Lorenzo;Casado;Universitario
11133;Martín;61;Estudiantes;Casado;Secundario
11134;Javier;41;San Lorenzo;Casado;Universitario
11135;Anibal;46;Gimnasia LP;Casado;Terciario
11136;Alejo;53;Velez;Soltero;Secundario
11137;Alejandro;32;Huracán;Casado;Universitario
11138;Enrique;37;Estudiantes;Casado;Secundario
11139;Anibal;53;Independiente;Casado;Universitario
11140;Martín;70;Velez;Casado;Terciario
11141;Alejandro;52;Newells;Casado;Universitario
11142;Anibal;70;San Lorenzo;Casado;Secundario
11143;Daniel;19;Rosario Central;Soltero;Universitario
11144;Alejandro;63;Velez;Soltero;Secundario
11145;Mariano;31;Boca;Casado;Secundario
11146;Mauro;26;San Lorenzo;Soltero;Secundario
11147;Luis;33;Racing;Soltero;Terciario
11148;Martín;56;Boca;Soltero;Terciario
11149;Adrián;65;Rosario Central;Casado;Terciario
11150;Luis;52;Boca;Casado;Universitario
11151;Alejo;36;Boca;Casado;Terciario
11152;Javier;59;River;Casado;Terciario
11153;Javier;67;Boca;Casado;Secundario
11154;Marcelo;18;Huracán;Casado;Secundario
11155;Enrique;29;San Lorenzo;Casado;Universitario
11156;Javier;68;Rosario Central;Soltero;Secundario
11157;Enrique;22;Racing;Soltero;Universitario
11158;Martín;48;Velez;Casado;Secundario
11159;Anibal;55;Huracán;Casado;Terciario
11160;Marcelo;37;Velez;Soltero;Secundario
11161;Mariano;54;Gimnasia LP;Soltero;Universitario
11162;Adrián;28;Estudiantes;Soltero;Universitario
11163;Alejandro;61;Independiente;Casado;Terciario
11164;Fernando;37;Estudiantes;Soltero;Secundario
11165;Martín;43;Independiente;Casado;Terciario
11166;Luis;49;Velez;Casado;Secundario
11167;Anibal;39;Velez;Casado;Terciario
11168;Daniel;61;Estudiantes;Casado;Terciario
11169;Matías;23;River;Soltero;Terciario
11170;Nicolás;45;San Lorenzo;Soltero;Universitario
11171;Alejandro;61;Estudiantes;Soltero;Secundario
11172;Mariano;57;Gimnasia LP;Casado;Universitario
11173;Santiago;31;Gimnasia LP;Soltero;Secundario
11174;Alejandro;30;Racing;Soltero;Universitario
11175;Nicolás;30;River;Casado;Terciario
11176;Mauro;67;River;Casado;Secundario
11177;Santiago;27;Estudiantes;Soltero;Secundario
11178;Marcelo;64;Estudiantes;Casado;Secundario
11179;Agustín;47;Estudiantes;Soltero;Secundario
11180;Daniel;54;Racing;Soltero;Universitario
11181;Yago;35;Independiente;Casado;Terciario
11182;Adrián;33;Newells;Casado;Secundario
11183;Yago;60;Boca;Casado;Secundario
11184;Fernando;69;San Lorenzo;Casado;Secundario
11185;Agustín;21;San Lorenzo;Casado;Universitario
11186;Santiago;48;Rosario Central;Soltero;Universitario
11187;Fernando;56;Velez;Soltero;Terciario
11188;Santiago;52;Velez;Casado;Secundario
11189;Juan;70;Boca;Soltero;Universitario
11190;Martín;37;Racing;Soltero;Terciario
11191;Nicolás;52;Racing;Soltero;Universitario
11192;Mariano;20;Gimnasia LP;Soltero;Universitario
11193;Javier;47;Rosario Central;Casado;Terciario
11194;Javier;29;Velez;Casado;Terciario
11195;Yago;66;Boca;Casado;Universitario
11196;Federico;70;Racing;Casado;Universitario
11197;Alejandro;25;Racing;Soltero;Terciario
11198;Yago;52;Boca;Soltero;Secundario
11199;Martín;62;Newells;Soltero;Secundario
11200;Nicolás;53;Newells;Casado;Universitario
11201;Enrique;67;Gimnasia LP;Soltero;Secundario
11202;Martín;63;Rosario Central;Soltero;Universitario
11203;Mariano;52;Rosario Central;Soltero;Secundario
11204;Martín;33;Gimnasia LP;Casado;Secundario
11205;Mariano;59;San Lorenzo;Soltero;Universitario
11206;Javier;27;Independiente;Soltero;Secundario
11207;Martín;26;Velez;Casado;Secundario
11208;Enrique;50;River;Soltero;Secundario
11209;Daniel;53;Gimnasia LP;Soltero;Universitario
11210;Alejandro;67;San Lorenzo;Soltero;Terciario
11211;Matías;20;Racing;Casado;Universitario
11212;Alejandro;43;Racing;Soltero;Universitario
11213;Marcelo;28;Estudiantes;Soltero;Terciario
11214;Santiago;25;Estudiantes;Soltero;Secundario
11215;Alejandro;30;Newells;Casado;Terciario
11216;Nicolás;47;Gimnasia LP;Soltero;Terciario
11217;Enrique;18;River;Casado;Secundario
11218;Agustín;62;Gimnasia LP;Soltero;Secundario
11219;Santiago;45;Newells;Casado;Terciario
11220;Daniel;25;San Lorenzo;Casado;Secundario
11221;Marcelo;54;Independiente;Casado;Universitario
11222;Alejo;46;Rosario Central;Soltero;Universitario
11223;Juan;67;Velez;Casado;Terciario
11224;Agustín;48;Newells;Casado;Secundario
11225;Santiago;66;Rosario Central;Soltero;Terciario
11226;Santiago;57;River;Casado;Terciario
11227;Mariano;63;Gimnasia LP;Soltero;Secundario
11228;Enrique;43;Estudiantes;Casado;Universitario
11229;Adrián;43;Estudiantes;Casado;Secundario
11230;Federico;53;San Lorenzo;Soltero;Terciario
11231;Anibal;38;Newells;Soltero;Universitario
11232;Alejo;37;Gimnasia LP;Soltero;Secundario
11233;Alejandro;68;Estudiantes;Soltero;Universitario
11234;Juan;27;Newells;Soltero;Universitario
11235;Fernando;56;Gimnasia LP;Soltero;Terciario
11236;Yago;33;Boca;Soltero;Secundario
11237;Alejandro;23;River;Casado;Secundario
11238;Yago;38;Boca;Soltero;Terciario
11239;Nicolás;34;Huracán;Casado;Universitario
11240;Juan;20;Huracán;Soltero;Terciario
11241;Marcelo;55;River;Casado;Terciario
11242;Daniel;28;Independiente;Casado;Terciario
11243;Nicolás;42;San Lorenzo;Casado;Terciario
11244;Juan;54;Racing;Casado;Terciario
11245;Federico;18;Independiente;Soltero;Terciario
11246;Javier;27;Huracán;Casado;Universitario
11247;Santiago;20;Independiente;Casado;Universitario
11248;Luis;34;River;Casado;Terciario
11249;Marcelo;34;Independiente;Casado;Secundario
11250;Yago;38;Velez;Casado;Terciario
11251;Matías;56;Boca;Soltero;Terciario
11252;Daniel;30;Velez;Soltero;Universitario
11253;Santiago;46;Independiente;Casado;Universitario
11254;Santiago;26;Velez;Soltero;Universitario
11255;Nicolás;37;Independiente;Casado;Secundario
11256;Agustín;67;Independiente;Soltero;Universitario
11257;Fernando;21;Velez;Casado;Universitario
11258;Agustín;36;Boca;Casado;Universitario
11259;Daniel;51;River;Soltero;Universitario
11260;Luis;19;Huracán;Soltero;Terciario
11261;Yago;54;Newells;Casado;Secundario
11262;Agustín;60;Gimnasia LP;Casado;Terciario
11263;Anibal;50;Rosario Central;Soltero;Universitario
11264;Agustín;19;Racing;Casado;Secundario
11265;Marcelo;20;Newells;Casado;Terciario
11266;Fernando;30;Newells;Soltero;Universitario
11267;Adrián;63;River;Soltero;Universitario
11268;Matías;35;Independiente;Casado;Universitario
11269;Anibal;41;River;Casado;Universitario
11270;Yago;66;Gimnasia LP;Soltero;Universitario
11271;Agustín;47;Boca;Casado;Universitario
11272;Alejo;51;Estudiantes;Casado;Terciario
11273;Martín;34;Newells;Casado;Universitario
11274;Daniel;51;Rosario Central;Casado;Terciario
11275;Fernando;20;Boca;Soltero;Secundario
11276;Fernando;36;Huracán;Casado;Terciario
11277;Marcelo;22;Racing;Soltero;Secundario
11278;Martín;54;Boca;Casado;Terciario
11279;Federico;38;Boca;Soltero;Secundario
11280;Martín;55;Estudiantes;Soltero;Secundario
11281;Nicolás;60;San Lorenzo;Soltero;Terciario
11282;Agustín;63;Huracán;Soltero;Terciario
11283;Alejandro;65;San Lorenzo;Soltero;Universitario
11284;Fernando;22;River;Casado;Secundario
11285;Matías;67;Rosario Central;Soltero;Universitario
11286;Agustín;18;Huracán;Soltero;Terciario
11287;Adrián;57;Independiente;Soltero;Terciario
11288;Javier;67;River;Soltero;Secundario
11289;Enrique;63;Velez;Casado;Universitario
11290;Marcelo;32;River;Soltero;Universitario
11291;Marcelo;59;Velez;Casado;Universitario
11292;Agustín;33;River;Casado;Universitario
11293;Matías;57;San Lorenzo;Soltero;Secundario
11294;Federico;47;Racing;Soltero;Terciario
11295;Enrique;38;Estudiantes;Soltero;Terciario
11296;Fernando;49;Newells;Soltero;Universitario
11297;Anibal;44;Velez;Casado;Universitario
11298;Marcelo;19;Huracán;Casado;Terciario
11299;Marcelo;24;Huracán;Soltero;Terciario
11300;Marcelo;36;Racing;Casado;Terciario
11301;Marcelo;62;Independiente;Soltero;Terciario
11302;Martín;23;Huracán;Soltero;Secundario
11303;Juan;31;Estudiantes;Soltero;Universitario
11304;Adrián;34;Gimnasia LP;Soltero;Secundario
11305;Santiago;48;Velez;Soltero;Secundario
11306;Martín;58;San Lorenzo;Casado;Universitario
11307;Martín;53;San Lorenzo;Casado;Secundario
11308;Enrique;41;Huracán;Casado;Universitario
11309;Luis;26;Rosario Central;Casado;Terciario
11310;Agustín;56;River;Soltero;Universitario
11311;Alejo;50;Gimnasia LP;Soltero;Universitario
11312;Juan;57;Gimnasia LP;Soltero;Secundario
11313;Adrián;68;Newells;Soltero;Secundario
11314;Javier;35;Newells;Soltero;Secundario
11315;Mariano;67;Rosario Central;Soltero;Terciario
11316;Javier;33;Racing;Soltero;Secundario
11317;Juan;47;Huracán;Soltero;Universitario
11318;Daniel;59;San Lorenzo;Soltero;Terciario
11319;Daniel;33;Independiente;Soltero;Universitario
11320;Alejandro;18;Velez;Soltero;Universitario
11321;Luis;49;River;Casado;Terciario
11322;Martín;44;Estudiantes;Casado;Universitario
11323;Fernando;30;Newells;Soltero;Terciario
11324;Fernando;55;San Lorenzo;Soltero;Secundario
11325;Nicolás;39;Huracán;Soltero;Secundario
11326;Santiago;35;Independiente;Soltero;Universitario
11327;Yago;20;Racing;Soltero;Terciario
11328;Marcelo;29;San Lorenzo;Soltero;Secundario
11329;Anibal;30;Independiente;Casado;Terciario
11330;Agustín;26;Estudiantes;Soltero;Universitario
11331;Adrián;68;Independiente;Soltero;Secundario
11332;Nicolás;66;River;Casado;Secundario
11333;Nicolás;39;Boca;Casado;Universitario
11334;Mauro;47;Newells;Soltero;Secundario
11335;Luis;44;Newells;Casado;Universitario
11336;Mariano;69;Huracán;Casado;Terciario
11337;Luis;47;Velez;Soltero;Universitario
11338;Luis;21;Independiente;Soltero;Secundario
11339;Marcelo;29;Rosario Central;Soltero;Secundario
11340;Martín;69;Racing;Casado;Terciario
11341;Anibal;30;River;Soltero;Secundario
11342;Santiago;45;Rosario Central;Soltero;Terciario
11343;Alejandro;29;Newells;Casado;Terciario
11344;Anibal;30;Racing;Soltero;Universitario
11345;Mauro;60;Rosario Central;Soltero;Secundario
11346;Fernando;55;Estudiantes;Casado;Terciario
11347;Mariano;22;Rosario Central;Soltero;Terciario
11348;Marcelo;50;River;Casado;Terciario
11349;Luis;45;San Lorenzo;Soltero;Universitario
11350;Alejandro;31;Estudiantes;Casado;Secundario
11351;Daniel;54;Newells;Casado;Universitario
11352;Alejo;18;River;Soltero;Universitario
11353;Mariano;36;River;Soltero;Secundario
11354;Mariano;53;Independiente;Casado;Terciario
11355;Luis;28;Racing;Soltero;Terciario
11356;Daniel;54;Estudiantes;Soltero;Universitario
11357;Javier;55;Huracán;Soltero;Terciario
